title,vegetarian,vegan,glutenFree,dairyFree,ingredients,sustainable,veryHealthy,lowFodmap,ketogenic,healthScore,percentProtein,percentFat,percentCarbs,calories,Fat/g,Vitamin E/mg,Carbohydrates/g,Magnesium/mg,Cholesterol/mg,Zinc/mg,Sodium/mg,Copper/mg,Sugar/g,Fiber/g,Alcohol/g,Diabetes,High Protein,High Fat,Low Carbohydrate,Obesity,BP,Heart
Oven-Roasted Sea Bass with Couscous and Warm Tomato Vinaigrette,0,0,0,1,"black pepper,couscous,fat-free less-sodium chicken broth,fresh chives,garlic cloves,green onion,halibut fillets,kosher salt,lemon,lemon juice,olive oil,sherry vinegar,tomato",0,0,0,0,53.0,43.28,26.07,30.65,342.44,9.71,2.29,25.68,59.8,83.35,0.98,993.33,0.16,1.53,2.16,0.0,0,1,0,0,1,1,1
Wood-Roasted Striped Bass with Meyer Lemon and Olive Relish,0,0,1,1,"black olives,garlic,kosher salt,lemon juice,meyer lemon,olive oil,olive oil,parsley,salt,shallots,snapper,spring onions",0,1,0,0,70.0,53.11,43.94,2.95,544.9,25.96,6.57,3.93,117.51,125.87,1.39,1612.08,0.13,1.25,1.13,0.0,1,1,0,1,1,1,1
"Slashed Sea Bass with Red Onions, Mushrooms, and New Potatoes",0,0,1,0,"butter,chervil,chili oil,lemon juice,new potatoes,pepper,pesto sauce,portobello mushroom caps,red onion,sea bass fillets,sea salt",0,0,0,0,21.0,21.12,57.06,21.82,528.69,33.88,0.49,29.15,75.08,110.73,1.66,920.21,0.4,7.07,5.27,0.0,1,0,1,1,0,1,1
Steamed Sea Bass with Tamarind Sauce,0,0,1,0,"coriander seeds,cumin seeds,dry roasted peanuts,fish,garlic clove,ginger,harissa,lime juice,mint leaves,pearl onions,salt and pepper,scallions,sea bass fillets,tamarind pulp,unsalted butter,unsweetened coconut milk,water",0,0,0,0,50.0,47.56,31.19,21.25,867.75,30.72,2.76,47.08,257.81,336.27,2.91,625.72,0.62,29.67,7.65,0.0,1,1,0,1,1,1,1
Whole Roasted Sea Bass with Potatoes and Olives,0,0,1,1,"baking potatoes,dry white wine,flat-leaf parsley,grape tomatoes,olive oil,olives,red snapper,rosemary,salt and pepper,thyme sprigs",0,1,1,0,98.0,58.69,26.02,15.29,702.33,18.98,6.88,25.1,186.58,167.83,2.16,863.97,0.31,2.73,3.21,4.12,1,1,0,1,1,1,1
"Steamed Sea Bass with Vanilla, Baby Vegetables and Cappuccino Sauce",0,0,1,0,"baby leeks,broad beans,fresh peas,juice of lemon,new potatoes,olive oil,sea bass fillets,sea-salt,semi-skimmed milk,vanilla pod",0,1,0,0,100.0,26.86,12.25,60.89,1060.56,14.55,1.14,162.68,340.72,204.04,5.61,542.59,1.15,26.78,22.19,0.0,0,0,0,0,1,1,1
Baked Seabass with Homemade Garlic Butter and Herb Bread Crumb Topping,0,0,0,0,"fresh parsley leaves,garlic,lemon zest,salt and pepper,sea bass fillets,sourdough bread,thyme sprigs,unsalted butter",0,0,0,0,32.0,47.16,23.03,29.81,302.72,7.6,0.26,22.12,87.52,143.6,1.22,502.27,0.14,1.12,1.66,0.0,0,1,0,0,1,1,1
Seared Sea Bass with Spicy Lemongrass Crust,0,0,1,1,"cornstarch,fish sauce,garlic,granulated sugar,granulated sugar,green curry paste,kosher salt,lemon juice,lemongrass,low-salt chicken broth,red pepper flakes,sea bass fillets,turmeric,turmeric,unsweetened coconut milk,vegetable oil,water",0,0,0,0,20.0,34.2,52.02,13.78,377.71,22.13,1.1,13.19,99.93,136.08,1.25,1104.76,0.24,7.09,1.88,0.0,1,1,1,1,0,1,1
Seared Wild Striped Bass with Sauteed Spring Vegetables,0,0,1,1,"asparagus,fava beans,garlic,morel mushrooms,olive oil,salt,striped bass,sugar snap peas,vegetable stock",0,1,0,0,65.0,33.36,50.46,16.18,300.27,16.98,2.99,12.25,78.35,90.72,1.47,357.44,0.35,3.48,4.29,0.0,1,1,1,1,0,1,1
"Pan-Roasted Striped Bass with Roasted Artichokes, Mushrooms, and Tomato Marmalade",0,0,1,1,"baby artichokes,baby arugula,coarse salt,fennel,fennel pollen,meyer lemon,olive oil,striped bass,sundried tomato halves,thyme,maitake",0,1,0,0,53.0,29.19,46.3,24.51,527.66,28.79,3.54,34.28,90.32,136.08,0.91,657.34,0.19,7.75,15.44,0.0,0,1,0,0,1,1,1
Alma's Striped Bass Seviche,0,0,1,1,"anaheim chiles,grapefruit juice,ground coriander,ground cumin,lemon juice,lime juice,pepper,red onion,salt,sparkling wine,striped bass",0,0,0,0,18.0,37.81,12.62,49.57,157.79,2.17,0.0,19.15,52.17,60.48,0.54,314.02,0.06,13.47,1.65,1.26,0,1,0,0,1,1,1
Roasted Striped Bass,0,0,1,1,"black pepper,canned tomatoes,dry white wine,fresh flat-leaf parsley,garlic,kosher salt,mussels,olive oil,pancetta,pernod,saffron threads,shrimp,striped bass,yellow onions",0,0,0,0,29.0,51.84,32.98,15.18,429.63,14.12,3.39,14.62,130.12,326.84,3.18,1413.14,0.54,7.17,3.08,5.85,1,1,0,1,1,1,1
Sea Bass Fillets with Parsley Sauce,0,0,0,0,"bread crumbs,crème fraîche,eggs,flat leaf parsley leaves,flour,lemon juice,low sodium chicken stock,olive oil,salt and pepper,sea bass fillets,shallot,unsalted butter",0,0,0,0,32.0,25.63,48.43,25.94,683.1,36.55,2.77,44.04,104.97,276.32,2.11,742.26,0.28,4.34,3.06,0.0,0,0,0,0,1,1,1
Sea Bass all'Acqua Pazza,0,0,1,1,"bay leaves,carrot,celery,dry white wine,garlic cloves,kosher salt,olive oil,onion,parsley,pepper,sea bass,water",0,0,0,0,43.0,63.69,31.19,5.12,367.82,11.79,0.77,4.35,128.67,241.92,1.34,615.31,0.13,1.6,0.81,2.06,1,1,0,1,1,1,1
Smoked Black Bass,0,0,1,1,"black pepper,fresh cilantro,garlic cloves,lime,lime wedges,olive oil,salt,scallions,sea bass,tea bags,hardwood charcoal",0,0,0,0,38.0,60.98,35.83,3.19,274.23,10.59,0.84,2.12,93.55,181.44,0.97,594.53,0.09,0.32,0.54,0.0,1,1,0,1,1,1,1
Macadamia-crusted Sea Bass With Mango Cream Sauce,0,0,0,0,"black pepper,black pepper,extra virgin olive oil,extra virgin olive oil,garlic,ground pepper,heavy cream,lemon juice,lemon juice,macadamia nuts,mango,olive oil,olive oil,red pepper flakes,sea bass,sea bass,seasoned bread crumbs",0,0,0,0,43.0,30.32,60.49,9.19,572.17,38.65,1.99,13.22,122.2,222.27,1.35,270.08,0.26,4.85,2.42,0.0,1,1,1,1,0,1,1
Sauteed Striped Bass with Mint Pesto and Spiced Carrots,0,0,1,1,"carrots,coarse kosher salt,coriander seeds,cumin seeds,fennel seeds,fresh mint,fresh mint leaves,fresh thyme,garlic clove,lemon juice,low-salt chicken broth,olive oil,olive oil,olive oil,pistachios,red pepper,striped bass",0,1,0,0,66.0,26.66,62.74,10.6,507.28,35.76,4.71,13.6,98.78,136.08,1.25,390.95,0.26,5.0,4.13,0.0,1,0,1,1,0,1,1
Bass in Artichoke and Tomato Broth,0,0,1,0,"black pepper,canned tomatoes,dry white wine,frozen artichoke hearts,garlic cloves,kalamata olives,olive oil,onion,orange zest,salt,sea bass fillets,unsalted butter,water",0,0,0,0,23.0,33.33,50.94,15.73,415.17,23.13,3.86,16.07,112.93,143.6,1.26,1194.21,0.32,5.69,5.32,2.06,1,1,1,1,0,1,1
Salt-Baked Sea Bass with Warm Tomato Vinaigrette,0,0,1,1,"cherry tomatoes,chicken broth,egg whites,flat leaf parsley,garlic cloves,kosher salt,lemon,olive oil,bell pepper,saffron threads,sea bass,shallot,sherry vinegar",0,1,0,0,70.0,65.39,25.87,8.74,582.82,16.1,2.24,12.24,214.56,362.87,2.69,170277.95,0.38,6.33,2.71,0.0,1,1,0,1,1,0,0
Striped Bass Meunière,0,0,0,0,"black pepper,butter,fat-free less-sodium chicken broth,flour,fresh parsley,low fat milk,salt,shallots,striped bass,white balsamic vinegar",0,0,0,0,18.0,45.69,31.48,22.83,300.84,10.13,0.19,16.53,78.48,152.6,0.96,534.26,0.09,4.05,0.57,0.0,0,1,0,0,1,1,1
Striped Bass with Caramelized Brussels Sprouts,0,0,1,1,"brussels sprouts,garlic clove,grouper fillets,lemon juice,lemon zest,mayonnaise,olive oil,pancetta,salt and pepper,sweet paprika,thyme sprigs,vegetable oil",0,0,0,1,31.0,23.67,69.45,6.88,668.83,52.12,4.51,11.62,84.53,88.73,1.65,632.0,0.14,3.16,4.77,0.0,1,0,1,1,0,1,1
Roasted Black Sea Bass with Tomato and Olive Salad,0,0,1,1,"anchovy paste,cherry tomatoes,garlic clove,grape tomatoes,kalamata olives,olive oil,olive oil,oregano,oregano,red onion,red wine vinegar,sea bass fillets,sun-dried tomatoes",0,1,0,0,62.0,31.27,58.17,10.56,411.72,26.84,4.94,10.97,100.12,136.72,1.08,348.52,0.21,4.51,4.04,0.0,1,1,1,1,0,1,1
"Sea Bass with Saffron, Sherry and Pine Nuts",0,0,1,1,"golden raisins,pine nuts,saffron,sea bass,sea salt,sherry,water",0,0,0,0,25.0,37.58,28.39,34.03,446.44,10.99,0.97,29.64,123.45,136.0,1.63,336.22,0.34,19.53,1.61,15.14,0,1,0,0,1,1,1
Black Bass with Sicilian-Style Pesto,0,0,1,0,"almonds,basil,butter,celery,extra virgin olive oil,garlic,orange zest,oregano,parsley,salt,scallions,sea bass,sun-dried tomatoes,white wine",0,0,0,0,38.0,27.06,59.12,13.82,660.31,37.2,10.58,19.58,187.82,146.75,2.12,449.59,0.46,5.22,7.62,15.14,1,0,1,1,0,1,1
Sautéed Bass with Lemongrass,0,0,1,0,"dry white wine,garlic clove,heavy cream,leek,lemon juice,lemon zest,lemongrass,olive oil,salt and pepper,scallions,sea bass fillets,shallot,thyme,tomato,unsalted butter,vegetable oil",0,0,0,1,18.0,23.95,67.08,8.97,553.41,40.82,1.77,12.28,95.77,240.17,1.29,345.41,0.16,2.81,1.54,1.55,1,0,1,1,0,1,1
Chinese-style Steamed Bass,0,0,1,1,"chiles,fresh ginger,garlic,ginger,limes,rice wine,salt,scallions,sea bass,sesame oil,soy sauce,vegetable oil",0,0,0,0,18.0,29.77,65.84,4.39,437.17,32.09,0.86,4.81,81.66,136.0,0.86,1319.62,0.12,1.19,0.79,0.0,1,1,1,1,0,1,1
Pan Fried Sea Bass,0,0,1,0,"asparagus,butter,fresh thyme,heavy cream,olive oil,saffron,salt and pepper,sea bass fillets,vermouth",0,0,0,0,9.0,28.49,68.87,2.64,464.19,33.36,1.66,2.88,73.81,206.94,0.8,422.8,0.07,0.06,0.3,3.8,1,1,1,1,0,1,1
Baked Bass with Romano Cheese,0,0,0,0,"bread crumbs,fresh parsley leaves,garlic powder,lemon juice,olive oil,romano,trout fillets",0,1,0,0,100.0,35.98,48.91,15.11,623.82,33.41,2.54,23.22,73.14,144.54,2.36,471.45,0.52,2.39,1.7,0.0,1,1,0,1,1,1,1
Risotto With Sea Bass And Fennel,0,0,1,0,"celery stalk,dry white wine,fennel bulb,fish stock,garlic clove,olive oil,rice,salt and pepper,sea bass,unsalted butter,yellow onion",0,0,0,0,0.0,17.09,23.61,59.3,86.94,2.12,0.21,12.0,9.08,9.09,0.25,339.76,0.06,0.17,0.39,0.62,0,0,0,0,1,1,1
Saucy Fish Tacos,0,0,1,0,"cilantro,corn tortillas,garlic,garlic salt,green cabbage,ground pepper,lime zest,lowfat yogurt,olive oil,peach,pistachios,poblano chiles,red bell peppers,sea bass",0,1,0,0,100.0,26.59,35.68,37.73,687.62,28.38,5.29,67.53,206.22,139.75,3.5,412.01,0.78,25.34,16.31,0.0,0,0,0,0,1,1,1
Sea Bass Crusted with Moroccan Spices,0,0,1,1,"black pepper,caraway seeds,crushed red pepper,fresh cilantro,garlic cloves,ground coriander,ground cumin,lemon juice,olive oil,paprika,salt,sea bass fillets",0,0,0,0,46.0,57.24,34.25,8.51,217.93,8.26,0.76,4.62,83.7,136.08,0.92,267.75,0.11,0.49,1.86,0.0,1,1,0,1,1,1,1
Seabass Tartar On Warm Zucchini Cream With Tomato Caviar,0,0,1,1,"extra virgin olive oil,fish stock,lemon juice,olive oil,salt and pepper,seabass,soy sauce,tomatoes,zucchini",0,0,1,0,25.0,34.93,47.95,17.12,172.96,9.49,1.38,7.62,68.52,56.0,0.98,1121.23,0.15,5.74,2.3,0.0,1,1,0,1,1,1,1
Pan-Seared Striped Bass All'amatriciana,0,0,1,1,"balsamic vinegar,cherry tomatoes,crushed red pepper,garlic cloves,olive oil,onion,pancetta,striped bass,plus",0,0,0,0,19.0,48.02,43.22,8.76,281.08,13.21,1.01,6.02,79.25,145.43,1.02,221.96,0.13,2.92,0.93,0.0,1,1,0,1,1,1,1
Sea Bass With Asparagus,0,0,1,1,"asparagus spears,fish,fresh ginger,low sodium soy sauce,mirin,salt and pepper,shiitake mushrooms",0,0,0,0,41.0,70.38,13.56,16.06,160.53,2.49,0.98,6.62,49.44,68.04,0.92,532.87,0.22,2.99,1.45,0.68,1,1,0,1,1,1,1
McDevitt's Miso-Marinated Sea Bass,0,0,1,1,"artichokes,chives,curry powder,dijon mustard,fresh ginger,fresh ginger,garlic clove,ginger,hot sauce,lemon,lime juice,lime juice,mayonnaise,mirin,Miso Soybean Paste,olive oil,plum tomato,red onion,rice vinegar,sake,salt and pepper,salt and pepper,scallions,sea bass fillets,soy sauce,soybeans,turmeric,water,white wine",0,0,0,0,30.0,30.93,41.19,27.88,628.31,24.62,2.34,37.48,199.61,141.96,2.17,1563.19,0.6,9.1,10.94,17.32,0,1,0,0,1,1,1
Yagihashi's Black Sea Bass with Somen and Vegetables,0,0,0,1,"basil,black sesame seeds,carrot,chives,cilantro,daikon radish,fresh ginger,jalapeno,kombu,lemongrass,mirin,mung bean sprouts,napa cabbage,noodles,onion,red onion,sake,salt and pepper,sea bass fillets,sesame oil,shiitake mushroom caps,snow peas,soy sauce,soy sauce,vegetable oil,vegetable oil,water",0,0,0,0,50.0,30.76,28.71,40.53,535.51,16.99,0.81,53.96,143.47,136.08,2.6,1005.26,0.48,9.9,5.78,2.06,0,1,0,0,1,1,1
Sea Bass Crudo With Peruvian Tiradito Sauce,0,0,1,1,"aji amarillo,alo drink,cilantro leaves,clam juice,corn kernels,food dye,food dye,garlic,lemon juice,lime juice,riesling,sea bass,sea bass,sea bass,sea bass,soy sauce,vegetable oil,wine,yellow bell pepper",0,1,0,0,54.0,62.29,24.7,13.01,903.01,18.71,0.74,22.17,273.71,468.48,2.83,480.34,0.32,6.15,1.67,29.45,1,1,0,1,1,1,1
Sea Bass and Confetti Vegetables with Lemon-Butter Sauce,0,0,1,0,"baby spinach,butter,corn kernel,dry white wine,fresh parsley,grouper fillets,lemon juice,plum tomato,salt",0,0,0,0,41.0,61.87,17.5,20.63,255.58,4.61,1.92,12.23,131.32,68.31,1.5,836.26,0.18,2.44,2.92,3.09,1,1,0,1,1,1,1
Roast Sea Bass With Chilli & Lime Leaves,0,0,1,1,"aniseed,fennel bulbs,fresh coriander,fresh coriander,garlic clove,garlic cloves,lemon grass,lemongrass,lime,lime leaves,red chilli,red chilli,red onion,red onions,sunflower oil,sunflower oil,sunflower oil,thai fish sauce,thai fish sauce,g,g",0,0,0,0,2.0,6.83,57.52,35.65,36.08,2.48,1.02,3.45,12.1,0.0,0.0,331.01,0.03,0.92,0.85,0.0,0,0,1,0,0,1,1
Striped Bass en Papillote,0,0,1,0,"bell pepper,black pepper,feta cheese,fresh parsley,lemon juice,olive oil,oregano,red onion,salt,striped bass,yellow tomato,zucchini",0,0,0,0,41.0,56.09,37.28,6.63,233.61,9.45,0.87,3.78,78.97,143.64,1.08,509.26,0.09,1.53,1.07,0.0,1,1,0,1,1,1,1
Cedar Plank Grilled Loup De Mer (sea Bass),0,0,1,1,"basil leaves,bottle gourd,cedar plank,kosher salt,lemon,olive oil,red onion,tomato,kitchen twine,lup de mar - scaled",0,0,0,0,17.0,4.03,77.4,18.57,158.71,14.38,2.99,7.76,20.79,0.0,0.32,203.27,0.11,4.95,2.38,0.0,1,0,1,1,0,1,1
Whole Branzino Roasted in Salt,0,0,1,1,"arugula,capers,celery,coarse kosher salt,cucumber,egg whites,fresh parsley,lemon,lemon,oil cured black olives,olive oil,parsley,sea bass,thyme sprigs",0,0,0,0,43.0,48.0,46.54,5.46,385.69,19.78,2.3,5.22,115.55,181.44,1.46,132263.93,0.25,1.77,1.87,0.0,1,1,0,1,1,0,0
Foshee's Striped Bass with Caramelized Onion Sauce,0,0,1,0,"balsamic vinegar,chicken stock,chives,fava beans,garlic cloves,morels,olive oil,onion,salt and pepper,scallions,shallot,striped bass,thyme sprigs,truffle oil,unsalted butter",0,1,0,0,74.0,29.22,31.0,39.78,881.87,30.63,1.94,88.44,254.8,181.51,5.38,576.46,1.3,12.9,22.58,0.0,0,1,0,0,1,1,1
"Cornish Sea Bass With Frizzled Chillies, Ginger & Spring Onions",0,0,1,1,"chillies,fresh coriander,garlic cloves,ginger root,oil,rice vinegar,seabass fillets,sesame oil,spring onions",0,1,0,0,88.0,65.26,32.8,1.94,1025.71,35.86,0.61,4.77,371.74,720.0,3.77,627.45,0.34,1.73,0.97,0.0,1,1,0,1,1,1,1
"Crisp Striped Bass With Preserved Lemon, Chickpeas, And Couscous",0,0,0,1,"chickpeas,cilantro,cooked couscous,cumin seeds,kosher salt,lemon zest,olive oil,striped bass,tomatoes,unbleached flour",0,1,0,0,79.0,29.53,29.4,41.07,509.14,16.58,2.4,52.11,114.71,113.4,2.27,305.02,0.44,6.15,8.63,0.0,0,1,0,0,1,1,1
Sea Bass Wrapped In Sea Lettuce With Potato Cream,0,0,1,0,"butter,cream,lettuce,potatoes,sea bass,sun-dried tomatoes",0,1,0,0,70.0,39.03,30.75,30.22,727.66,25.26,0.53,55.84,268.08,322.51,3.12,390.53,1.79,13.23,11.6,0.0,0,1,0,0,1,1,1
"Pan-Seared Sea Bass with Olives, Tomatoes and Oregano Brown Rice",0,0,1,1,"brown rice,canned tomatoes,garlic,olive oil,olives,oregano leaves,salt and pepper,sea bass fillets,vermouth",0,1,0,0,56.0,28.3,34.92,36.78,543.72,20.55,4.63,48.7,171.34,141.75,2.04,1237.67,0.45,4.76,6.26,2.85,0,1,0,0,1,1,1
Grilled Striped Bass,0,0,1,1,"bbq sauce,striped bass",0,0,1,0,44.0,76.77,22.71,0.52,331.71,7.93,0.0,0.41,136.21,272.16,1.36,245.0,0.11,0.33,0.0,0.0,1,1,0,1,1,1,1
Grilled Fish (saengsun Gui),0,0,1,1,"branzino,lemon wedges,salt and pepper,sesame oil,soy sauce",0,1,1,0,86.0,66.02,32.21,1.77,1018.0,35.1,0.25,4.36,370.09,720.0,3.7,1820.99,0.32,1.21,1.15,0.0,1,1,0,1,1,1,1
Tagliolino Allo Scoglio,0,0,0,1,"baby shrimp,calamari,cherry tomatoes,garlic,manila clams,mussels,olive oil,parsley,pasta,red pepper flakes,salt and pepper,striped bass,vegetable stock,white wine",0,0,0,0,40.0,27.15,33.96,38.89,656.1,23.29,3.18,60.04,117.58,157.62,2.3,634.7,0.35,3.33,2.73,4.12,0,0,0,0,1,1,1
"Branzino En Papillote With Roasted Peppers, Black Olives And Fe",0,0,1,1,"black olives,black pepper,branzino,fennel bulb,kosher salt,limoncello,olive oil,red onion,roasted red peppers,white wine",0,0,0,0,20.0,42.97,38.42,18.61,346.15,12.47,1.34,13.58,86.63,136.08,0.9,1406.73,0.14,6.59,2.74,7.82,1,1,0,1,1,1,1
Adriatic Fish Broth,0,0,1,1,"black peppercorns,carrot,cod fish filets,celery,clams,fish,garlic,mussels,olive oil,parsley,salt and pepper,sea bass,shrimp,tomatoes,white onion",0,1,0,0,69.0,66.6,26.88,6.52,485.93,14.0,3.58,7.64,163.66,478.12,4.0,1362.62,0.47,3.32,1.76,0.0,1,1,0,1,1,1,1
Sea Bass Stuffed With Fennel And Olives,0,0,1,1,"cod fillets,elk fillet,fennel bulb,fennel bulb,olive oil,olive oil,onion,pimento stuffed olives,salt and pepper,salt and pepper,sea bass,sea bass,seabass",0,1,0,0,100.0,61.83,33.1,5.07,1694.77,60.39,5.57,20.81,595.24,1065.65,6.28,1645.92,0.62,1.55,8.24,0.0,1,1,0,1,1,1,1
Ginger Sea Bass over Wilted Greens,0,0,1,1,"baby spinach leaves,fresh basil leaves,fresh ginger,garlic,lime,marsala wine,sea bass fillets,sesame oil,soy sauce",0,0,0,0,43.0,56.53,25.21,18.26,153.21,3.7,0.66,6.03,68.42,75.6,0.62,538.18,0.1,2.04,1.1,3.06,1,1,0,1,1,1,1
Black Sea Bass With Moroccan Vegetables and Chile Sauce,0,0,0,0,"allspice,black pepper,broccoli florets,carrots,cauliflower florets,celery stalks,couscous,curry powder,feta,fresh dill,garlic,green bell pepper,leeks,low sodium soy sauce,olive oil,oregano,pine nuts,sea bass fillets,spinach,tomato,vegetable stock,zucchini",0,1,0,0,100.0,35.59,17.16,47.25,484.23,9.36,2.66,58.0,186.64,144.42,2.66,701.31,0.47,11.48,9.65,0.0,0,1,0,0,1,1,1
Sea Bass and Spicy Tomato Sauce Over Braised Fennel,0,0,1,1,"anchovy paste,canned tomatoes,fat-free chicken broth,fennel bulbs,olive oil,onion,red pepper flakes,sea bass fillets",0,1,0,0,59.0,46.07,23.25,30.68,246.81,6.54,1.68,19.42,101.45,114.04,1.17,552.84,0.33,6.05,6.19,0.0,0,1,0,0,1,1,1
Striped Bass with Saffron Vegetables and Spiced Broccoli Rabe,0,0,0,0,"all purpose flour,anchovy,aniseed,broccoli rabe,butter,capers,cauliflower,chicken broth,fennel seeds,fresh thyme,garlic cloves,oil cured black olives,olive oil,olives,radishes,raisins,red pepper,saffron threads,striped bass,tomato paste,vegetable oil,white peppercorns,yellow squash",0,0,0,0,39.0,29.26,52.26,18.48,498.7,29.79,2.6,23.71,124.15,178.35,1.87,1024.04,0.28,5.19,6.93,0.0,1,1,1,1,0,1,1
Black Sea Bass with Moroccan Vegetables and Chile Sauce,0,0,0,0,"allspice,black pepper,broccoli florets,carrots,cauliflower florets,celery stalks,couscous,curry powder,feta,fresh dill,garlic,green bell pepper,leeks,low sodium soy sauce,olive oil,oregano,pine nuts,sea bass fillets,spinach,tomato,vegetable stock,zucchini",0,1,0,0,100.0,35.59,17.16,47.25,484.23,9.36,2.66,58.0,186.64,144.42,2.66,701.31,0.47,11.48,9.65,0.0,0,1,0,0,1,1,1
Tarragon-tomato Fish,0,0,0,1,"cherry tomatoes,crusty bread,extra virgin olive oil,fresh tarragon,lemon,salt and pepper,sea bass fillets,shallots",0,0,0,0,52.0,38.55,49.26,12.19,331.09,18.24,2.72,10.15,85.32,136.08,0.94,331.9,0.17,4.63,2.04,0.0,1,1,0,1,1,1,1
Whole Roasted Fish,0,0,1,1,"bell pepper,club soda,coarse sea salt,cream-style corn,food dye,food dye,fresh tarragon,lemon,olive oil,sea bass,wine,kids,kitchen & tabletop",0,0,1,0,33.0,48.38,33.24,18.38,339.51,8.47,1.87,10.53,87.89,120.0,1.01,311.37,0.08,4.78,2.1,15.39,1,1,0,1,1,1,1
Spring Fish In Parchment,0,0,1,1,"carrots,extra virgin olive oil,garlic,grape tomatoes,green beans,herbes de provence,lemon,olive tapenade,red onion,salt and pepper,sea bass,vermouth,zucchini",0,1,0,0,73.0,36.46,44.44,19.1,379.28,18.11,2.81,17.51,108.73,136.08,1.28,341.93,0.2,7.93,4.97,2.85,1,1,0,1,1,1,1
Steamed Fish With Ponzu,0,0,1,1,"dried shiitake mushrooms,ginger,ponzu sauce,scallion,sea bass,sesame oil,shaoxing wine,white pepper",0,0,0,0,1.0,63.56,22.83,13.61,7.92,0.19,0.0,0.25,0.0,5.18,0.0,24.0,0.0,0.01,0.0,0.0,1,1,0,1,1,1,1
Corn And Clam Chowder Sauce,0,0,1,0,"celery,dry white wine,fresh bay leaf,fresh corn kernels,heavy cream,littleneck clams,bell pepper,russet potatoes,shallots,striped bass,thyme,unsalted butter",0,0,0,0,33.0,27.25,44.26,28.49,633.87,30.57,2.22,44.27,147.78,235.35,1.95,375.64,0.26,10.13,5.09,3.09,0,0,0,0,1,1,1
Whole Fish With Mint,0,0,1,1,"fresh basil leaves,garlic,ginger,jalapeno pepper,kosher salt,lime juice,mint leaves,scallions,striped bass,vegetable oil",0,0,0,0,44.0,71.54,25.25,3.21,237.05,6.37,0.23,1.83,96.93,181.44,0.99,352.38,0.1,0.37,0.47,0.0,1,1,0,1,1,1,1
Seabass Ravioli from Ischia: Ravioli all' Ischitana,0,0,0,1,"baking potato,canned whole tomatoes,carrot,eggs,flour,fresh thyme leaves,garlic,garlic cloves,marjoram,olive oil,olive oil,olive oil,onion,salt,sea bass",0,0,0,0,28.0,17.32,33.19,49.49,494.55,18.38,3.67,61.65,78.98,127.2,1.44,555.99,0.33,6.05,5.12,0.0,0,0,0,0,1,1,1
Chilean Sea Bass,0,0,1,0,"canned tomatoes,chorizo,garlic,italian dressing,oregano leaves,parmesan cheese,sea bass,shredded mozzarella cheese",0,0,0,0,14.0,33.96,52.77,13.27,409.85,23.78,1.97,13.46,74.4,132.61,1.4,1198.67,0.25,7.79,2.12,0.0,1,1,1,1,0,1,1
Roasted Branzino with Lemons,0,0,1,1,"branzino,fennel,fennel bulb,fresh flat-leaf parsley,fresh thyme leaves,kosher salt,lemon zest,lemons,olive oil,pancetta,white wine",0,0,0,0,31.0,44.44,47.42,8.14,649.85,32.8,0.63,12.67,168.13,309.58,2.32,841.35,0.22,1.78,4.37,3.09,1,1,0,1,1,1,1
Fried Red Fish,0,0,0,1,"black pepper,canola oil,cornstarch,flour,ground cumin,masa harina,paprika,salt,sea bass",0,0,0,0,36.0,42.74,15.83,41.43,440.28,7.51,0.37,44.24,110.94,180.0,1.4,738.98,0.18,0.17,2.23,0.0,0,1,0,0,1,1,1
Rick's Seviche 101,0,0,1,1,"avocado,coarse salt,fresh cilantro,green olives,jalapenos,lime juice,olive oil,orange juice,striped bass,tomatoes,tortilla chips,white onion",0,0,0,0,11.0,18.1,43.78,38.12,290.4,14.77,2.78,28.94,84.16,45.36,1.25,488.59,0.28,3.95,4.62,0.0,0,0,0,0,1,1,1
Miso-roasted Fish On Cedar Plank,0,0,1,1,"canola oil,cod fillets,ginger,granulated sugar,Miso Soybean Paste,plum,sake,sea bass,sesame oil",0,0,0,0,25.0,62.67,26.22,11.11,461.99,12.5,1.73,11.92,147.35,222.55,2.16,1069.73,0.23,4.56,1.53,2.74,1,1,0,1,1,1,1
Whole Roasted Mediterranean-style Fish,0,0,1,1,"bell pepper,cherry tomatoes,garlic cloves,kalamata olives,kosher salt,lemon,olive oil,rosemary,striped bass,thyme",0,1,0,0,89.0,56.57,37.39,6.04,784.73,31.84,4.38,11.57,260.48,480.0,2.72,967.77,0.29,5.41,3.83,0.0,1,1,0,1,1,1,1
Lime Seviche,0,0,1,1,"avocado,cucumber,fresh cilantro leaves,fresh mint leaves,ginger,halibut,jalapeno pepper,lime juice,olive oil,salt and pepper,scallions",0,0,0,0,45.0,38.29,47.31,14.4,155.87,8.38,1.66,5.74,37.28,37.04,0.63,250.75,0.13,1.33,3.03,0.0,1,1,0,1,1,1,1
Peruvian Ceviche,0,0,1,1,"butter lettuce leaves,cilantro leaves,cob corn,lime juice,red onion,salt,sea bass,sweet potato",0,1,0,0,54.0,55.07,16.94,27.99,231.55,4.37,0.28,16.26,91.97,136.08,0.98,432.43,0.14,4.28,2.06,0.0,0,1,0,0,1,1,1
